id	name	rarity	description	requirements	effects	end
2607	The Adventurer has found a tre	0	The Adventurer has found a treasure. Unfortunately it was guarded by a monster!	9600 75|mnr 2329|code -61	code 0|2700 2|assassin -9|gold 150|magicitem 1|magicitem 1	
2608	The Adventurer has found a tre	0	The Adventurer has found a treasure. Unfortunately it was guarded by a monster!	9600 75|mnr 2330|code -61	code 0|2700 2|assassin -12|gold 150|magicitem 1|magicitem 1	
2609	The Adventurer has found a tre	0	The Adventurer has found a treasure. Unfortunately a competing party was just about to loot it!	9600 75|mnr 2332|code -61	code 0|2700 2|assassin 2329|addequip 1|addequip 1	
2610	There have been signs of some 	0	There have been signs of some activity at the Dragon Jaws. It should perhaps be investigated by a mage. Otherwise some thrifty adventurer could be sent to explore it. [Dragon Jaws]	9600 7|foundsite 1|unique 4|luck 0|code 0	code -61|6B00 1	
2611	There have been signs of some 	0	There have been signs of some activity at the Ancient Tomb. It should perhaps be investigated by a mage. Otherwise some thrifty adventurer could be sent to explore it. [Ancient Tomb]	9600 7|foundsite 1|unique 4|luck 0|code 0	code -61|6B00 1	
2612	One of your mages has done som	0	One of your mages has done some investigation, but more time is needed.	targpath1 53|code -61|8C00 1		
2613	A lion has been slaying sheep.	-1	A lion has been slaying sheep. It hides in the wilderness and will avoid large groups of men, but a single hero with some men-at-arms may be able to hunt it down.	fornation 57|fornation 57|fornation 57|9600 2|unique 2|fort 0|land 1|code 0	code -76|6E00 1|6B00 1	
2614	A shepherd was found killed an	0	A shepherd was found killed and half eaten by a beast. Probably the lion.		code -77|unrest 4	
2615	More cattle have been eaten. P	0	More cattle have been eaten. People are afraid to go near the wilderness. They say the bailiff is a coward and that the fine folks in the capital donÂ´t care about commoners getting killed.	9600 75|maxtroops 20|code -77	code -78|unrest 10	
2616	More cattle have been killed. 	0	More cattle have been killed. People are blaming the lords for not providing safety.	9600 20|maxtroops 20|code -78|code -78	unrest 15|taxboost -20	
2617	Someone has seen the lion! It 	0	Someone has seen the lion! It was described as huge, with fangs like spearheads and claws like longswords, its eyes burning with rage.	9600 10|unique 1|code -78|code -78	unrest 5|decscale Drain	
2618	Your men have seen no trace of	0	Your men have seen no trace of the lion. It probably hides when larger groups of men approach.	mintroops 10|targorder 3|code -78|code -78	code -78	
2619	The beast has been tracked to 	0	The beast has been tracked to its den in the wilderness! A heroic battle was fought!	maxtroops 9|targorder 3|9600 80|code -78|code -78	code -79|2700 2|assassin 628	
2620	The beast has been tracked to 	0	The beast has been tracked to its den in the wilderness. However, it seems not to have been a lion after all! A heroic battle was fought...	maxtroops 9|targorder 3|9600 15|code -78|code -78	code -80|2700 2|assassin -10	
2621	In the lionÂ´s lair lay the re	0	In the lionÂ´s lair lay the remains of an unfortunate traveler. Some valuables were claimed.	commander 1|code -79	code 0|gold 10|magicitem 1	
2622	In the monsters lair lay the r	0	In the monsters lair lay the remains of an unfortunate traveler. Some valuables were claimed.	commander 1|code -80	code 0|gold 50|magicitem 2	
2623	Your unfortunate commander has	0	Your unfortunate commander has been slain! Its lair revealed, the beast seems to have left the area.	commander 0|code -79|code -79	code 0	
2624	Your mage has been able to tam	0	Your mage has been able to tame the lion!	maxtroops 9|targpath2 6|9600 50|code -78|code -78	code 0|nation -2|9B00 628	
2625	Undead haunt this forest! [For	1	Undead haunt this forest! [Forest of the Dead]	foundsite 1|commander 1	2700 2|assassin -1	
2626	Undead haunt this forest! [For	1	Undead haunt this forest! [Forest of the Dead]	foundsite 1|commander 1	2700 2|assassin -2	
2627	Undead haunt this forest! [For	1	Undead haunt this forest! [Forest of the Dead]	foundsite 1|commander 1	2700 2|assassin -4	
2628	Dark tales are told in the inn	1	Dark tales are told in the inns bordering the wasteland. They speak of a previous age when this land was verdant and its cities the envy of kings. One man ruled the emerging civilization. When nearing the end of his days, he turned to Dark Arts to prolong his life and his rule. This corrupted the king's soul and in the end he used the lifeforce of all his subjects and that of the fertile land itself to avoid death. The kingdom was laid to waste, its soil barren and its people destroyed, their bleached bones littering the land. Some say his magic still lingers. Some say the ruins deep in the wasteland are no longer silent and that the lamentation of its long lost inhabitants can be heard faintly when the desert wind blows from the east.	story 1|turn 12|capital 0|unique 1|freesites 2|waste 1|code 0	code -62|incscale2 Death|unrest 2	
2629	The Evil that once laid waste 	0	The Evil that once laid waste to this land has awoken! From his dark fortress at the heart of the wasteland, the Necromancer sends forth his minions to claim the land. Only the strength of faith will hold his dark power at bay! [Necromancer's Lair]	9600 15|maxtroops 30|maxdef 17|unique 1|code -62	code -63|com 998|4d6units 533|16d6units -2|2com -3|newsite -1	
2630	The necromancer himself has ap	0	The necromancer himself has appeared! [Robe of Invulnerability]	4700 1|pop0ok 1|unique 1|code -63	code -64|com 299|addequip 1|addequip 1|deathboost 1|12d6units -2|emigration 80|kill 99	
2631	The necromancer gains power.	0	The necromancer gains power.	9600 20|mnr 299|4700 1|unique 3|code -64	deathboost 1|addequip 1	
2632	The necromancer gains minions.	0	The necromancer gains minions.	9600 15|pop0ok 1|mnr 299|4700 1|unique 2|code -64	2com 190|12d6units -2	
2633	The necromancer gains minions.	0	The necromancer gains minions.	story 2|pop0ok 1|9600 15|mnr 299|4700 1|unique 2|code -64	com 1541|2d6units -4|1d6units 533	
2634	The necromancer gains his Crow	0	The necromancer gains his Crown. [The Crown of Despair]	story 2|mnr 299|pop0ok 1|4700 1|unique 1|code -64	addequip 9	
2635	The Necromancer is defeated! H	13	The Necromancer is defeated! His shadow has lifted from the surrounding land.	nomonster 299|code -64|4700 1|pop0ok 1	code 0|resetcode -63|resetcode -63|resetcode -63|resetcode -63	
2636	People have begun living in fe	0	People have begun living in fear of the Necromancer. Some trade their loyalty in exchange for life.	9600 10|minpop 15|capital 0|land 1|code 0|nearbycode -64	code -65|incscale3 Death|incdom -2|unrest 5	
2637	Agents of the Necromancer have	0	Agents of the Necromancer have been at work in the province.	9600 10|capital 0|land 1|code 0|nearbycode -64	code -65|incscale3 Death|incdom -2|unrest 5	
2638	Apparitions walk the land at n	0	Apparitions walk the land at night.	9600 10|capital 0|land 1|code 0|nearbycode -64	code -65|incscale3 Death|incdom -2|unrest 5	
2639	Your priests have put faith in	0	Your priests have put faith into the hearts of the people. The Necromancer's influence has waned.	preach 25|unique 3|code -65	code 0	
2640	Your dominion counteracts the 	0	Your dominion counteracts the Necromancer's power!	9600 70|dominion 7|unique 3|code -65	code 0	
2641	People find solace in your tem	0	People find solace in your temple.	9600 70|temple 1|unique 3|code -65	code 0|incdom 2	
2642	The dead walk! Graves have ope	0	The dead walk! Graves have opened, the doors of mausoleums shattered, newly dead rise during their wake to bring terror to the mourners.	9600 15|unique 2|code -65	code 0|2com 190|4d6units -15|4d6units -15|9C00 405	
2643	A dread plague has swept the l	0	A dread plague has swept the land! None have been left untouched by death or sorrow.	9600 15|unique 2|code -65	kill 30|incscale2 Death	
2644	The necromancer has sent his m	0	The necromancer has sent his minions to claim the land!	9600 30|code -66|anycode -64	kill 10|com 998|2d6units 533|10d6units -2|4com 190|com 998	
2645	The necromancer has sent his m	0	The necromancer has sent his minions to claim the land!	9600 10|code -65	kill 10|com 998|2d6units 533|10d6units -2|4com 190	
2646	The necromancer extends his po	0	The necromancer extends his power!	9600 10|land 0|temple 0|nearbycode -65|code 0|unique 6	code -65|incscale2 Death|unrest 5|decscale2 Drain	
2647	A curse has been put upon all 	0	A curse has been put upon all living! Cattle die, their bellies bloated like the victims of famine. The fruits of birth are stillborn. Crops wither in the fields, leaving nothing but ash. People cannot tolerate to live in such a place and have emigrated in large numbers. Many have died prematurely, their years of health seemingly vanished overnight! [Withered Land]	land 1|anycode -64|4700 1|capital 0|9600 15|freesites 1|unique 4|minpop 15|code -65	code -66|incscale3 Death|emigration 80|kill 99|newsite -1	
2648	The Necromancer has sucked the	13	The Necromancer has sucked the force of life from a whole land! Strengthened by that unwholesome power he may rise to challenge the gods!	unique 4|mnr 299|code -64|anycode -66|4700 1	resetcode -66|waterboost 1|deathboost 1	
2649	An apparition has been sent to	0	An apparition has been sent to kill one of your commanders.	9600 5|unique 3|targpath4 0|temple 0|code -65	assassin -3	
2650	Your servant has found and exp	0	Your servant has found and explored an Ancient Tomb, but was attacked by its undead inhabitant! [Ancient Tomb]	targpath4 0|unique 1|foundsite 1|targpath1 5|targorder 7	2700 2|assassin 533	
2651	Your servant has found and exp	0	Your servant has found and explored an Ancient Tomb. When an item of power was pilfered from the grave offerings, the dead lord rose in anger from his peaceful rest!  [Ancient Tomb]	targpath4 0|unique 1|foundsite 1|targpath1 5|targorder 7	addequip 2|2700 2|assassin 533	
2652	Rhianne has revealed the lair 	0	Rhianne has revealed the lair of some brigands! [Brigand Lair]	9600 30|hiddensite 1|monster 381	revealsite 1	
2653	Your mage managed to trick the	0	Your mage managed to trick the Guardian of the mountain and travel unseen into the depths of the mountain, but was discovered when trying to pilfer treasures from the Troll KingÂ´s vault!	targpath4 0|targorder 107|targpath2 3|9600 15|code 157	addequip 2|2700 2|assassin 518	
2654	Your mage managed to trick the	0	Your mage managed to trick the Guardian of the mountain and travel unseen into the depths of the mountain, but was discovered when trying to pilfer treasures from the Troll KingÂ´s vault!	targpath4 0|targorder 107|targpath2 1|9600 15|code 157	addequip 2|2700 2|assassin 518	
2655	Your servant managed to trick 	0	Your servant managed to trick the Guardian of the mountain and travel unseen into the depths of the mountain, but was discovered when trying to pilfer treasures from the Troll KingÂ´s vault!	targpath4 0|maxtroops 12|targorder 2|9600 20|code 157	addequip 2|2700 2|assassin 518	
2656	Your servant managed to trick 	0	Your servant managed to trick the Guardian of the mountain and travel unseen into the mountain. Some minor treasures were stolen.	targpath4 0|maxtroops 12|targorder 2|9600 20|code 157	addequip 2	
2657	Your mage managed to trick the	0	Your mage managed to trick the Guardian of the mountain and travel unseen into the depths of the mountain, but was was lost in the dark tunnels where something was attracted by the scent of fresh meat...	targpath4 0|maxtroops 12|targpath2 3|9600 15|code 157	2700 2|assassin 2526	
2658	Your mage managed to trick the	0	Your mage managed to trick the Guardian of the mountain and travel unseen into the depths of the mountain, but was was lost in the dark tunnels where something was attracted by the scent of fresh meat...	targpath4 0|maxtroops 12|targpath2 1|9600 15|code 157	2700 2|assassin 2526	
